variable1,variable2,
0.87479,1.4602
0.12309,0.19028
3.3294,6.2136
0.62906,1.6663
0.38734,0.52181
0.84755,0.87062
0.4259,0.58733
0.18102,0.26831
0.19138,0.93321
0.14541,0.13443
0.1304,0.31682
0.34476,0.27732
0.2387,0.56149
0.2399,0.35142
0.60439,0.52793
0.47189,1.0823
0.46457,0.77308
0.30467,0.41219
0.72088,0.7527
0.21043,0.39039
0.49739,1.4766
4.2878,12.282
0.49229,0.3629
1.2909,3.4349
0.81689,2.4912
1.6217,3.6649
0.37536,0.45472
0.56467,2.017
0.16815,0.22079
0.79922,1.522
0.20482,0.16636
1.6236,2.559
0.62635,2.4613
0.36662,1.4506
1.8451,2.5164
1.5597,2.7575
1.0478,1.4868
0.40288,1.0385
0.08181,0.045671
0.15532,0.41864
0.090306,0.20786
0.86734,1.0121
2.8906,6.9601
0.36067,1.1217
0.92839,1.3728
0.65281,0.84306
0.60283,0.75225
2.1785,4.4253
0.71204,1.7741
0.072343,0.16397
0.75846,0.83893
0.19317,0.11704
0.35085,0.46468
0.50305,1.4171
1.1102,2.2978
0.36615,0.77479
0.10899,0.32964
1.0962,1.3649
0.344,1.4408
0.12481,0.32113
0.56872,0.65641
0.32798,1.4091
0.6516,4.1078
0.37827,0.49787
2.822,8.6909
0.50163,0.83495
0.36211,0.23777
1.1193,2.7787
0.61652,0.64467
0.359,0.40491
1.7269,2.8784
0.37718,0.78095
0.35797,0.29462
0.38574,1.1117
0.40476,0.49548
0.44515,0.31716
0.20047,0.25491
0.77098,0.80839
0.47627,0.67786
2.5068,5.8502
0.64595,1.5148
0.4543,0.61614
0.17861,0.13879
0.15633,0.25753
1.4277,4.3594
0.19627,0.4373
2.0511,3.6968
0.41134,0.39645
0.80824,2.853
0.83901,0.81778
0.1974,0.15231
0.40616,0.84605
2.3852,5.5974
0.11075,0.15989
0.086509,0.11997
0.33101,0.25028
1.5294,3.55
0.51404,0.44334
1.2308,1.8987
0.44215,1.5751
0.51556,0.99118
1.042,1.2159
0.29937,1.1538
0.46348,0.90741
0.60027,1.2111
1.1711,1.7428
0.17896,0.19425
2.3462,5.8423
0.63813,0.55343
0.84805,1.4102
0.32727,0.29416
2.0155,4.4098
0.74913,1.5821
0.2797,0.41858
0.48329,0.34305
0.17073,0.082985
0.11919,0.083854
0.93451,1.0985
0.81299,1.1307
0.23289,0.60785
1.7837,2.6962
0.35866,0.78893
0.091588,0.20759
0.29168,0.86867
0.94434,1.2165
0.19708,0.64765
0.18646,1.0436
0.34827,0.24014
0.60265,1.0903
1.0497,1.4701
0.22117,0.28546
0.36806,2.5623
0.28393,0.76033
0.52159,0.78881
0.92048,0.92785
0.39505,0.42866
0.27392,0.16632
0.22112,0.18893
0.14192,1.0639
0.31202,0.30961
0.34892,1.3232
0.3321,1.1354
0.27543,0.79742
2.4824,4.5671
0.39793,2.265
0.85902,1.6343
0.43494,0.48605
0.37411,0.4193
0.30814,0.57835
0.16576,0.30338
1.2978,1.4858
0.51482,1.0201
0.71522,1.1396
1.2151,1.4618
0.17359,0.11903
1.6468,5.7495
0.56691,3.6229
1.0705,2.6179
0.11904,0.046669
0.40213,0.60936
0.076837,0.10897
0.75317,2.5
0.66675,1.59
0.27038,0.40628
3.2873,6.0236
1.7806,4.9269
0.10108,0.15733
0.1513,0.35373
0.18846,0.32264
0.21498,0.26932
1.5228,2.4202
0.35445,0.31926
0.52026,0.74681
0.55032,1.392
0.5491,0.9516
0.4022,2.4469
4.305,14.968
0.27419,0.47375
0.26952,0.33355
0.81954,1.4843
0.71976,1.0776
0.15557,0.46278
2.4987,7.5748
1.5701,2.7588
0.23817,0.18433
0.64006,1.4543
1.2998,5.0529
0.41156,1.0182
0.20053,0.36078
0.25192,0.61729
0.83326,0.87577
0.35391,0.96734
0.78422,2.3248
0.62705,1.1768
0.91837,5.0653
0.48934,1.0269
0.56716,0.83102
0.40804,0.3945
0.2339,0.45062
0.63554,1.1176
0.54947,5.2669
1.403,1.8628
0.6665,0.56526
0.45041,0.52694
1.404,2.7057
0.48722,1.2863
0.85435,0.8599
0.35075,0.82212
0.46969,2.114
0.22915,2.889
0.70462,1.0608
0.080271,0.17334
0.8088,1.284
0.68428,2.1323
0.14002,0.61715
1.1472,1.4213
0.41381,1.4827
0.94251,1.9954
0.63978,0.97843
0.206,0.22835
0.58211,0.60048
0.90349,2.0431
0.71355,1.4947
0.37124,0.45432
0.66798,0.56574
1.3569,1.6195
1.372,2.8116
0.45302,1.4299
0.51597,1.3805
1.6586,3.9724
0.22147,0.34724
0.40751,0.31707
0.36406,2.9736
1.4708,5.7093
0.15792,0.30767
0.32317,0.21351
0.14379,0.58868
1.5516,2.96
2.4677,4.6441
0.63812,3.9038
1.1044,1.2395
0.74284,0.73461
2.5838,5.288
0.49727,1.4131
0.43206,0.43239
1.0637,1.4398
0.23164,0.26835
0.70604,0.69247
0.38028,0.31664
0.82529,1.1564
0.89358,1.1433
0.17824,0.41712
0.93068,4.7561
0.75336,0.65878
0.1912,1.4881
1.5207,2.4848
0.32851,0.38662
0.30945,0.25615
0.16233,0.98789
0.84936,3.6125
0.91567,0.90792
1.4971,1.9329
2.3154,4.5716
0.49815,0.8198
0.90703,1.0904
0.46436,0.72094
4.4599,9.915
0.40444,0.53737
1.196,4.637
0.71367,2.264
0.41365,1.3525
0.25955,0.19344
0.55734,1.0204
0.50115,0.41534
0.53382,1.9858
1.7354,4.8311
1.0935,1.7635
0.34757,0.55502
0.37871,0.73495
0.19352,0.51743
0.11841,0.78568
1.8123,13.814
0.98226,2.6139
1.3778,1.8179
0.52865,1.28
0.44074,0.75311
0.45121,0.44684
0.31832,1.1497
0.56385,0.62659
0.73975,1.8313
0.41659,0.40476
0.16951,1.1721
0.61283,2.2786
0.85605,0.83754
0.25192,0.60605
0.30583,0.86879
1.1473,2.1781
0.58215,2.5224
0.42105,0.42683
0.41366,0.59518
0.55824,0.69074
1.2144,2.2414
0.95921,3.0536
0.27236,0.47382
0.66859,1.6309
0.91141,0.99153
0.5492,0.44224
0.21485,0.38797
1.0109,2.1289
0.25358,0.56379
0.15267,0.45691
0.85265,1.9442
0.73505,0.78928
0.76732,1.2289
0.23801,0.28617
0.71875,1.0664
1.2788,3.2825
6.4569,19.413
0.23187,0.32248
0.15014,0.96007
1.3458,2.7315
0.43635,0.50958
0.28107,3.2903
0.23507,0.58591
0.29299,0.4418
0.97296,2.0126
0.72225,1.2778
0.46371,0.42582
1.8951,3.8686
1.2381,2.2195
0.57593,1.1235
1.6013,3.3311
0.91859,1.5746
1.3541,1.7583
0.29491,0.40369
0.53388,1.1295
0.31264,0.78529
0.50787,2.0423
0.56426,0.50254
2.0233,3.5222
0.31512,0.20527
0.30016,0.40978
0.62764,0.63419
0.3092,0.46223
0.65611,0.9544
0.13208,0.63247
0.11816,0.38249
0.23302,0.9082
0.49893,0.41397
0.44991,1.6307
0.17849,0.23076
0.56033,0.96335
0.34812,0.29032
0.66627,0.9793
0.23011,0.29576
0.5746,0.51365
0.22118,0.46843
0.96501,1.6427
0.6231,0.8548
1.0877,1.5823
0.7966,0.82131
0.40811,0.75547
3.1556,7.0037
1.957,8.4595
0.14606,0.56522
0.57206,0.91555
0.35745,0.2638
5.1014,22.729
0.86586,0.90805
0.36473,0.7894
0.87641,1.2351
1.8239,3.3246
0.51807,0.42267
1.9804,3.4431
0.71021,1.859
0.48327,0.52282
0.55124,0.93122
0.36439,0.98192
0.98757,1.2837
0.089887,0.09532
1.7956,3.2121
0.12306,0.31492
0.56594,3.3612
0.56469,0.59078
0.46729,0.37087
0.36551,1.0718
0.79318,1.1799
0.75857,0.66923
0.31653,0.84955
0.43699,1.4804
0.41915,0.90026
1.128,2.4206
0.93898,1.7233
0.30366,0.32176
0.87834,2.5242
0.15106,0.84411
0.19603,1.2077
0.51507,1.4794
0.95516,1.6421
0.37773,1.4458
0.88858,0.8676
1.0469,1.3545
0.83651,2.0921
0.16188,0.17134
0.53124,1.4654
0.74495,3.0979
1.9776,7.2754
0.29782,1.0797
0.29959,0.33546
0.65022,4.0875
0.25416,0.24909
0.53688,1.3956
0.64822,1.2569
2.4813,8.6981
0.52829,1.0201
1.3828,1.835
0.33728,0.42963
1.5091,2.2815
0.91999,1.0831
1.0298,5.8575
2.8914,9.0091
0.72306,0.72755
0.35143,0.62358
0.14837,0.98105
1.0387,2.367
0.25737,0.41509
0.72892,0.68574
0.15992,0.17495
0.42065,0.36331
0.3227,0.23695
0.14196,0.59061
0.35981,0.33236
0.52663,0.63326
1.0632,2.9152
0.21019,0.15221
0.33709,0.47515
0.84526,1.2336
0.88642,1.3404
0.38445,1.1028
0.26653,2.0965
0.88388,1.3731
0.25425,0.47834
0.46854,0.62571
0.55004,1.0263
1.2254,3.1485
0.27035,0.37302
0.12456,0.28288
0.23234,0.47705
0.81268,0.95459
0.68255,1.6062
0.32981,0.60547
0.18547,0.32015
0.72805,0.62205
0.76005,2.0794
0.293,0.20377
1.0428,2.1772
0.41585,0.30712
2.5651,7.2239
0.5415,1.3573
0.18947,0.30963
0.66369,0.62418
2.1357,4.2
3.9709,7.9341
0.32806,0.38109
0.38355,1.4543
0.42141,0.28881
1.1694,2.7511
0.62182,4.1784
0.23994,0.42943
0.24927,0.62412
1.6587,2.7934
0.5039,0.48136
1.3511,3.0726
0.61062,0.59014
0.58309,0.74667
0.13764,0.25541
0.78246,1.5128
1.0977,1.2212
0.89973,2.197
0.33701,0.84659
0.70761,2.1711
1.3985,1.7244
1.1412,1.7871
