x,y
3.59748245172800,-0.727243642060267
3.17167031919068,-0.602070644716116
3.27919287707522,-0.751740197738218
3.64169432838138,-0.712578478686990
3.28345374427407,-0.872949600498629
2.90517568238414,-0.870966148979794
3.50528040647532,-0.720399164709564
2.95462437521043,-1.12586914686244
3.52040271274953,-0.925443103912297
3.46698880745199,-0.658847108171912
3.58347212639241,-0.728502556559945
3.09964865854799,-0.950342592698009
3.71053265260187,-0.804849430487614
3.28995647520681,-0.748840712191211
2.72658937324318,-1.04187786186423
2.66048892644316,-1.00289184954481
3.28539152550816,-0.706136705853655
3.24701304127656,-0.860250137594120
3.15566083547842,-0.787959497457581
3.22844182653189,-0.865651342289043
3.47159231702897,-0.631025351650408
2.92058336829499,-0.885953742734032
3.36842640098622,-0.779292349774061
3.19635927411509,-0.931439665079714
3.65622471141157,-0.778443605238101
3.59625697152911,-0.741985316696833
3.09396654693287,-0.996815015441326
3.18268818513195,-0.999206957653983
3.05085099360220,-1.06864750389923
3.36500284286050,-0.944351047170609
3.24881014263139,-0.961937889974436
3.44936623157478,-0.961466212897350
3.19471820623132,-0.987431727745039
3.43991299227031,-0.795161404496579
3.40911197649904,-0.632573007699759
3.16393230669566,-0.709374056990155
3.26411651296254,-0.655051615121747
2.98280992330421,-0.719396414296095
3.19030770491888,-0.584278920447425
3.32682429253353,-0.557363973650515
3.30940888741646,-0.572317709533604
3.36603283847399,-0.566193539779469
3.40126209589324,-0.974365770591980
2.90309953048763,-0.943251797654323
3.01708387853073,-1.10000657252121
3.70343799277248,-1.23480210504584
3.07386045374484,-1.19976411617483
3.46648251376709,-1.24141485323638
3.50433859448238,-1.30377193055382
3.52582049896070,-1.28080899799483
3.36816135909479,-1.21760590668398
3.12497897761620,-1.18575800272956
3.47298925549737,-1.20048692971172
3.32555923755655,-1.14547314262563
3.25130226134683,-1.11200473189470
3.24346618109035,-1.26509696965770
3.74213477621132,-0.869313666929582
3.39479396837304,-1.02295055842554
3.85534047826532,-0.839838761369332
3.47294315035228,-1.03720821464973
3.49015756762208,-1.04727187023545
3.53133129545650,-1.04318795205875
3.72552756378503,-0.910692139931286
3.81710467326789,-0.896509737542148
4.06016804907499,-1.10992232424057
3.62560759846610,-1.09938289657905
3.63557639526045,-1.13012753324072
4.05469310557170,-1.11386574089677
4.05045214597693,-1.07596508975912
4.08860848584626,-1.09682567481963
3.91034028247423,-1.01739130423167
3.88556569569217,-1.14708707085355
3.92495460824803,-1.03574270381071
3.94027411158831,-1.15557132537530
3.64548340319421,-1.11404843240000
3.80555669171867,-1.19895824540882
3.75111946037039,-1.13169219115235
3.85554826627840,-1.08550016175404
3.71353261852665,-1.17077285347641
3.79457154493535,-1.16101809953804
3.96239043449769,-1.06206156942185
3.53199669400586,-0.358095839839807
3.45989271245803,-0.467213653252224
3.69467530274033,-0.307586062594166
3.73541163686304,-0.244826963591863
3.93240243641014,-0.170043732332323
4.06353942385212,-0.387061434931321
3.90296352217816,-0.117617053758794
3.53092624321638,-0.601753555414849
3.58167667711654,-0.540835577106125
4.32509530773136,-0.249915969380400
4.03709236611763,-0.317608464750326
3.76458345238685,-0.687745965785336
3.74195809814000,-0.530342853668220
4.05687222881818,-0.418205947075247
3.86238710427378,-0.565667701308531
3.99452056070517,-0.512199220946064
3.94537868122111,-0.184723902160520
3.66534864700320,-0.379732897190620
3.64484368835186,-0.289595972708697
3.41221842736639,-0.452145145930699
3.84193514507119,-0.377380798578524
4.00943114842204,-0.288988914015559
3.71552818168212,-0.432515131688884
3.63641410797471,-0.455460442190585
3.53678233410033,-0.475734414408939
3.83522290947129,-0.188582805303949
3.69210939456974,-0.267215986262331
3.91418662753804,-0.146736468044812
3.47661297858793,-0.530763198192664
3.72853124610779,-0.406910200829445
3.70763420822907,-0.700673064415797
3.59601073569551,-0.296861563772525
3.86502715742294,-0.703808891271566
4.13560042637665,-0.531155761105413
4.28048260681646,-0.615145663976949
4.35919986640851,-0.912036656541634
4.49381722460791,-0.560474070665747
4.36782304144900,-0.836152760326869
4.16931575409960,-0.688787775806943
4.08751895940780,-0.681605866893570
4.42771484664220,-0.677942201052969
4.34785660890795,-0.403905434709431
4.18554868041879,-0.800897027165382
4.10367599672288,-0.587610991768245
4.40088409874041,-0.279359406471721
4.50653119246848,-0.448570345560130
4.35774254014051,-0.725881931125857
4.30648557764129,-0.712484150045022
4.14619934153127,-0.843476390283391
4.25950439714532,-0.907724378791851
4.17787622719066,-0.825436539008940
4.08516118232154,-0.760860833388281
3.90315587997444,-0.710080888561378
4.00143756248922,-0.845331523154032
3.99966806410315,-0.850707571724782
4.51745379816516,-0.642177223199268
3.98712355440391,-0.823459868834318
3.87247399058370,-0.769165249621317
3.89017681459529,-0.751860910845091
4.72785372272377,-0.380888237326150
4.30581464913773,-0.427106887400153
4.69224729220669,-0.472528557527814
4.59250671590604,-0.592296646812039
4.50694617713358,-0.527608735098462
4.57238549295277,-0.525659175795317
4.43313663611981,-0.446772121953942
4.19659742444800,-0.916253964944771
4.37449743286299,-0.588582810883379
4.16315071374021,-0.524081786758106
4.33065224297709,-0.649916013184902
4.35581161626327,-0.808726279286522
4.09401560505848,-0.897887397995197
4.43736617287999,-0.577635721805550
4.33141520670913,-0.586792966944870
3.98914336245976,-0.818063759059635
4.43378666083970,-0.568885228688229
4.04308548651140,-0.529959333598403
4.15928465415634,-0.823073711532214
4.37612858977692,-0.585342778893039
3.41576136733672,-0.000305753278216947
2.69110958354188,-0.841484893456303
3.16246930441580,-0.481347171863275
3.00942987180018,-0.157828473980425
3.35060648008054,0.0523941222553645
2.62761281312752,-0.680422292214570
2.43600673204548,-0.125508750857194
3.32448117309693,-0.267226614610219
3.57679384675472,-0.261793713855448
2.34676844694365,0.288313686196628
2.80915714021026,-0.329161452264156
2.46815133732639,-0.0421865067181507
3.03681422742843,-0.594860042097724
3.04633917747854,0.108324258606269
2.97018982525635,0.0932879692815636
2.86790339720000,0.137573307333720
2.61257988174906,0.0689554711755977
3.04086650477119,0.0673275735566295
3.09946795241650,0.0688589178329498
2.65463433481380,0.245293714517019
3.03979829450641,0.0849228345730474
2.58329184965235,0.285151872638570
2.37224443645779,0.0557716776178646
2.34601340189158,0.0500767523590990
2.89364645821422,0.185495011165050
2.54664361373127,0.100262245662608
2.46173806432199,0.0656387510598567
2.45419236026980,0.0705781435872945
3.23591677330494,0.0404150536623568
2.49645108099041,0.302408368937729
2.27226707911855,0.233335963270267
2.27036017872651,0.205586855788698
2.65452471174314,-0.882819010321224
3.46121284219608,-0.0910887016236413
2.35180524721332,0.356771316691276
2.66254998689120,0.0828499614846537
2.92829880269126,0.156410761302331
2.78836391130269,-0.556192645042559
2.44761997143160,-0.601058437118185
2.99577597984443,-0.460711127145741
2.68186808903867,-0.246877206078300
2.32647927646585,-0.0625169384016062
2.69268660214639,-0.889715588488195
3.45338812328257,-0.184812120715445
3.25901470114894,0.0112033701745354
2.40005296644773,-0.282064194158620
2.54693547943522,0.221174066301308
3.08753111218049,0.0815204681379149
2.52590481697083,-0.208126552331289
2.39927255662497,0.00827086166262263
2.38302304740561,-0.0402118554331406
2.90508306606818,-0.644965035473079
2.63703977378876,-0.743351623621029
2.50932439437598,-0.613786470567866
2.64936525861257,-0.165760309158045
2.87471323288250,-0.365496312425979
2.64816694253074,-0.112546858121799
2.98312844172322,-0.608641195494135
2.71555630712348,-0.549054994394476
2.31298664304410,-0.328132374159471
2.44482040939279,-0.457720430445067
3.00382918447969,-0.405412920445790
3.04290651668089,-0.596055987522061
2.81644843942284,-0.264593532991226
2.85006386990415,-0.533898171780502
2.54312919852724,-0.797527599571826
2.97481591257514,-0.536641111919242
3.17701055542041,-0.565729768632794
2.80277309163670,-0.763347820735272
2.31708777458792,-0.170259431260801
2.32573688101886,-0.152443907537508
2.60179088363865,-0.0872783274234745
2.61159641523754,-0.0827544273750978
2.50810562528594,-0.513764658900673
2.65893391158948,-0.443084962921588
2.55259422652855,-0.409092396469379
2.47118793278781,-0.379336832584481
2.40834940164622,-0.234761512093592
2.46949422987178,-0.235726638029975
2.89250383249439,-0.362803574227567
2.43093827477631,-0.160288349622726
2.46383444874303,-0.375420258951607
2.78790422012636,-0.215367624388218
2.53780634618618,-0.801425091336418
2.68013849833037,-0.591179957265345
2.37802120997148,-0.633581399575457
2.45086695696841,-0.454731528317117
2.40087565725717,-0.705143677303547
2.82718214556402,-0.271005896361968
3.08512166301383,-0.489906206270663
2.78377234738103,-0.306838094711521
2.23547842583701,-0.107947533771803
2.62808170867613,-0.0236512656457616
2.69845812852800,-0.0472053093287224
2.81175864496219,-0.143147130629477
2.90856030379489,-0.143172180857086
2.86173901371523,-0.0926271081715017
2.92388243919934,-0.0667196471909813
3.02180375203826,-0.0427195192938494
3.04350201242740,-0.153231654147346
3.06503731009631,-0.271309829652802
3.04734057833311,-0.136849701610232
3.05218944601338,-0.102532931636629
