attr1,attr2,attr3,attr4,attr5,weight
0.537667139546100,0.537667139546100,0.537667139546100,0.537667139546100,0.537667139546100,0.00490545440833913
1.83388501459509,1.83388501459509,1.83388501459509,1.83388501459509,1.83388501459509,2.25462187293116e-06
-2.25884686100365,-2.25884686100365,-2.25884686100365,-2.25884686100365,-2.25884686100365,2.91542388482179e-08
0.862173320368121,0.862173320368121,0.862173320368121,0.862173320368121,0.862173320368121,0.00157570931097501
0.318765239858981,0.318765239858981,0.318765239858981,0.318765239858981,0.318765239858981,0.00783839753639688
-1.30768829630527,-1.30768829630527,-1.30768829630527,-1.30768829630527,-1.30768829630527,0.000140568679472332
-0.433592022305684,-0.433592022305684,-0.433592022305684,-0.433592022305684,-0.433592022305684,0.00631581944107323
0.342624466538650,0.342624466538650,0.342624466538650,0.342624466538650,0.342624466538650,0.00753518813775892
3.57839693972576,3.57839693972576,3.57839693972576,3.57839693972576,3.57839693972576,1.26409591666688e-16
2.76943702988488,2.76943702988488,2.76943702988488,2.76943702988488,2.76943702988488,4.75544225777088e-11
-1.34988694015652,-1.34988694015652,-1.34988694015652,-1.34988694015652,-1.34988694015652,0.000106200733326301
3.03492346633185,3.03492346633185,3.03492346633185,3.03492346633185,3.03492346633185,1.00947191095742e-12
0.725404224946106,0.725404224946106,0.725404224946106,0.725404224946106,0.725404224946106,0.00271158785872958
-0.0630548731896562,-0.0630548731896562,-0.0630548731896562,-0.0630548731896562,-0.0630548731896562,0.0100053787198361
0.714742903826096,0.714742903826096,0.714742903826096,0.714742903826096,0.714742903826096,0.00281769469485686
-0.204966058299775,-0.204966058299775,-0.204966058299775,-0.204966058299775,-0.204966058299775,0.00909782069086436
-0.124144348216312,-0.124144348216312,-0.124144348216312,-0.124144348216312,-0.124144348216312,0.00972337776675522
1.48969760778547,1.48969760778547,1.48969760778547,1.48969760778547,1.48969760778547,3.93627715592590e-05
1.40903448980048,1.40903448980048,1.40903448980048,1.40903448980048,1.40903448980048,7.06241679616108e-05
1.41719241342961,1.41719241342961,1.41719241342961,1.41719241342961,1.41719241342961,6.66684648479071e-05
0.671497133608081,0.671497133608081,0.671497133608081,0.671497133608081,0.671497133608081,0.00327327696096583
-1.20748692268504,-1.20748692268504,-1.20748692268504,-1.20748692268504,-1.20748692268504,0.000263949083971780
0.717238651328839,0.717238651328839,0.717238651328839,0.717238651328839,0.717238651328839,0.00279263167952565
1.63023528916473,1.63023528916473,1.63023528916473,1.63023528916473,1.63023528916473,1.31530036481067e-05
0.488893770311789,0.488893770311789,0.488893770311789,0.488893770311789,0.488893770311789,0.00555956471392075
1.03469300991786,1.03469300991786,1.03469300991786,1.03469300991786,1.03469300991786,0.000695300294045030
0.726885133383238,0.726885133383238,0.726885133383238,0.726885133383238,0.726885133383238,0.00269704740280028
-0.303440924786016,-0.303440924786016,-0.303440924786016,-0.303440924786016,-0.303440924786016,0.00802748778929684
0.293871467096658,0.293871467096658,0.293871467096658,0.293871467096658,0.293871467096658,0.00814302322826574
-0.787282803758638,-0.787282803758638,-0.787282803758638,-0.787282803758638,-0.787282803758638,0.00214583140831114
0.888395631757642,0.888395631757642,0.888395631757642,0.888395631757642,0.888395631757642,0.00140487118687565
-1.14707010696915,-1.14707010696915,-1.14707010696915,-1.14707010696915,-1.14707010696915,0.000376678981286704
-1.06887045816803,-1.06887045816803,-1.06887045816803,-1.06887045816803,-1.06887045816803,0.000580916919587189
-0.809498694424876,-0.809498694424876,-0.809498694424876,-0.809498694424876,-0.809498694424876,0.00196372321793592
-2.94428416199490,-2.94428416199490,-2.94428416199490,-2.94428416199490,-2.94428416199490,3.91300407046881e-12
1.43838029281510,1.43838029281510,1.43838029281510,1.43838029281510,1.43838029281510,5.73098909093809e-05
0.325190539456198,0.325190539456198,0.325190539456198,0.325190539456198,0.325190539456198,0.00775773488699379
-0.754928319169703,-0.754928319169703,-0.754928319169703,-0.754928319169703,-0.754928319169703,0.00243092220903512
1.37029854009523,1.37029854009523,1.37029854009523,1.37029854009523,1.37029854009523,9.24365690668202e-05
-1.71151641885370,-1.71151641885370,-1.71151641885370,-1.71151641885370,-1.71151641885370,6.66984593811201e-06
-0.102242446085491,-0.102242446085491,-0.102242446085491,-0.102242446085491,-0.102242446085491,0.00984465647863748
-0.241447041607358,-0.241447041607358,-0.241447041607358,-0.241447041607358,-0.241447041607358,0.00873485137192360
0.319206739165502,0.319206739165502,0.319206739165502,0.319206739165502,0.319206739165502,0.00783287998958370
0.312858596637428,0.312858596637428,0.312858596637428,0.312858596637428,0.312858596637428,0.00791184781345936
-0.864879917324457,-0.864879917324457,-0.864879917324457,-0.864879917324457,-0.864879917324457,0.00155740260135874
-0.0300512961962686,-0.0300512961962686,-0.0300512961962686,-0.0300512961962686,-0.0300512961962686,0.0100825369442200
-0.164879019209038,-0.164879019209038,-0.164879019209038,-0.164879019209038,-0.164879019209038,0.00944135856437700
0.627707287528727,0.627707287528727,0.627707287528727,0.627707287528727,0.627707287528727,0.00377357004878842
1.09326566903948,1.09326566903948,1.09326566903948,1.09326566903948,1.09326566903948,0.000509150338876280
1.10927329761440,1.10927329761440,1.10927329761440,1.10927329761440,1.10927329761440,0.000466193027256532
-0.863652821988714,-0.863652821988714,-0.863652821988714,-0.863652821988714,-0.863652821988714,0.00156568295322210
0.0773590911304249,0.0773590911304249,0.0773590911304249,0.0773590911304249,0.0773590911304249,0.00995526483630110
-1.21411704361541,-1.21411704361541,-1.21411704361541,-1.21411704361541,-1.21411704361541,0.000253564290659802
-1.11350074148676,-1.11350074148676,-1.11350074148676,-1.11350074148676,-1.11350074148676,0.000455369027059819
-0.00684932810334806,-0.00684932810334806,-0.00684932810334806,-0.00684932810334806,-0.00684932810334806,0.0101041408979474
1.53263030828475,1.53263030828475,1.53263030828475,1.53263030828475,1.53263030828475,2.84579835266615e-05
-0.769665913753682,-0.769665913753682,-0.769665913753682,-0.769665913753682,-0.769665913753682,0.00229813647433615
0.371378812760058,0.371378812760058,0.371378812760058,0.371378812760058,0.371378812760058,0.00715818929006683
-0.225584402271252,-0.225584402271252,-0.225584402271252,-0.225584402271252,-0.225584402271252,0.00889813591091164
1.11735613881447,1.11735613881447,1.11735613881447,1.11735613881447,1.11735613881447,0.000445682154361009
-1.08906429505224,-1.08906429505224,-1.08906429505224,-1.08906429505224,-1.08906429505224,0.000520955848836765
0.0325574641649735,0.0325574641649735,0.0325574641649735,0.0325574641649735,0.0325574641649735,0.0100785826413223
0.552527021112224,0.552527021112224,0.552527021112224,0.552527021112224,0.552527021112224,0.00471075098591505
1.10061021788087,1.10061021788087,1.10061021788087,1.10061021788087,1.10061021788087,0.000489048057959403
1.54421189550395,1.54421189550395,1.54421189550395,1.54421189550395,1.54421189550395,2.60324007897909e-05
0.0859311331754255,0.0859311331754255,0.0859311331754255,0.0859311331754255,0.0859311331754255,0.00992048899404820
